"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"NDEL1",0.000459675802493669,-0.023953802003183,0.348,0.146,1,"NDEL1"
"EID3",0.000460587328913484,0.184425273818004,0.104,0.02,1,"EID3"
"ZNF268",0.000461157982766209,0.111273172074229,0.191,0.063,1,"ZNF268"
"SLC25A26",0.000462331661359284,-0.0934106822782879,0.287,0.111,1,"SLC25A26"
"NPIPB3",0.000463059004356168,-0.554136492805223,0.704,0.565,1,"NPIPB3"
"APOL6",0.000463072432042819,-0.425674233780431,0.922,0.822,1,"APOL6"
"PNPLA6",0.000464035982957048,0.0266011993520482,0.278,0.107,1,"PNPLA6"
"SON",0.00046405709417673,-0.343648432498297,0.948,0.719,1,"SON"
"H2BC11",0.000465638876873723,0.210415209119471,0.104,0.02,1,"H2BC11"
"HEXD",0.000467530132102641,0.0376420647943164,0.148,0.04,1,"HEXD"
"AGTPBP1",0.000467606828024441,0.0146717777531532,0.339,0.146,1,"AGTPBP1"
"RASGRP1",0.000467673712233318,-0.132628871208819,0.574,0.257,1,"RASGRP1"
"RUSC1",0.000471647436948541,0.0564732693876508,0.148,0.04,1,"RUSC1"
"ZNF567",0.000471929369819517,0.0356564790676116,0.157,0.043,1,"ZNF567"
"PCYT2",0.000473935304197402,0.137652917711164,0.13,0.032,1,"PCYT2"
"ABAT",0.000473935304197402,-0.00364207604675831,0.13,0.032,1,"ABAT"
"LYRM9",0.000473947426908914,0.0643780506826396,0.122,0.028,1,"LYRM9"
"TOX",0.000474595727241783,0.160661347120727,0.835,0.379,1,"TOX"
"CERT1",0.000475315798253945,-0.0126664795705177,0.348,0.146,1,"CERT1"
"TMEM42",0.0004757985468272,0.115661603096221,0.148,0.04,1,"TMEM42"
"ADTRP",0.0004757985468272,0.0192391161197286,0.148,0.04,1,"ADTRP"
"ZIK1",0.000475897414619084,0.163847401972022,0.104,0.02,1,"ZIK1"
"EMILIN2",0.000475897414619084,0.0425037774679703,0.104,0.02,1,"EMILIN2"
"CCDC138",0.00047705761208393,0.158768501983789,0.113,0.024,1,"CCDC138"
"TRMT61A",0.000478638913724519,0.149403608433022,0.122,0.028,1,"TRMT61A"
"SLF1",0.00048093014362718,-0.0683021999908872,0.417,0.182,1,"SLF1"
"PINK1",0.000481105377648173,0.0094705399087838,0.104,0.02,1,"PINK1"
"VASH1",0.000481105377648173,0.0486010641785714,0.104,0.02,1,"VASH1"
"NCR3",0.000481105377648173,0.12953069207049,0.104,0.02,1,"NCR3"
"MLLT6",0.000481275096197195,-0.549930138786447,0.896,0.751,1,"MLLT6"
"CMTR1",0.000481979550378739,-0.191990318298413,0.47,0.206,1,"CMTR1"
"SLC35A1",0.000482393071364166,0.154654664362788,0.191,0.063,1,"SLC35A1"
"ZNF622",0.000482561180950734,0.0838529295125146,0.287,0.111,1,"ZNF622"
"PLXNA1",0.00048278365370839,-0.0922871467449767,0.139,0.036,1,"PLXNA1"
"ADA2",0.000482863376963788,-0.503703144077582,0.783,0.668,1,"ADA2"
"NAAA",0.000483033796875092,0.10724952121106,0.417,0.202,1,"NAAA"
"KLHL25",0.000483373688253929,0.0208416205996395,0.122,0.028,1,"KLHL25"
"JADE2",0.000484713216496534,0.0522391531380058,0.261,0.103,1,"JADE2"
"SLC15A2",0.000484880577044253,-0.574897780149478,0.478,0.498,1,"SLC15A2"
"ARID3A",0.000486366459082024,0.0400877095423026,0.104,0.02,1,"ARID3A"
"LACTB",0.000486366459082024,0.126941219059332,0.104,0.02,1,"LACTB"
"TMEM79",0.000486366459082024,0.0439203791318174,0.104,0.02,1,"TMEM79"
"CHCHD4",0.000487180924612304,0.153450645769633,0.139,0.036,1,"CHCHD4"
"AIG1",0.000487180924612304,0.047971087328862,0.139,0.036,1,"AIG1"
"KAT8",0.000487537832729689,0.0921851224010803,0.13,0.032,1,"KAT8"
"SMIM4",0.000487537832729689,0.0406524318541787,0.13,0.032,1,"SMIM4"
"NOL10",0.000490429659851084,0.0259250017264944,0.417,0.202,1,"NOL10"
"FAM174A",0.000492051024830785,0.112978098311806,0.113,0.024,1,"FAM174A"
"ZBTB5",0.000492051024830785,-0.0134337629707625,0.113,0.024,1,"ZBTB5"
"NAV2",0.000492051024830785,0.042003571673709,0.113,0.024,1,"NAV2"
"FAM168A",0.000492152326988669,0.0644050956136146,0.13,0.032,1,"FAM168A"
"MLXIP",0.000493234251006383,-0.0353591329999406,0.235,0.087,1,"MLXIP"
"PTGER4",0.000495901717722237,0.0728731169842685,0.557,0.241,1,"PTGER4"
"ZNF414",0.000496087742176807,0.0610410289266189,0.139,0.036,1,"ZNF414"
"TNFSF13B",0.000497145698341045,0.0808746195836374,0.113,0.024,1,"TNFSF13B"
"JARID2",0.00050063454166558,-0.0676686393888509,0.513,0.237,1,"JARID2"
"FBXL12",0.000500692059703303,0.0447335842021963,0.217,0.075,1,"FBXL12"
"ARID4A",0.000500930487377692,-0.0550457298690687,0.478,0.217,1,"ARID4A"
"MAN1B1",0.000502882354743285,0.0211772565990562,0.27,0.103,1,"MAN1B1"
"RFX2",0.00050525096312181,0.180625980479292,0.061,0.004,1,"RFX2"
"FAM120B",0.000505539239273131,-0.0388422571565556,0.443,0.19,1,"FAM120B"
"SLC25A28",0.000506241339638467,0.0296279109705786,0.13,0.032,1,"SLC25A28"
"VAMP4",0.000506862422880429,-0.00310568910779918,0.2,0.067,1,"VAMP4"
"RAD52",0.000509308737720261,-0.0240489102080428,0.313,0.126,1,"RAD52"
"ABCD2",0.000512126923116371,0.111577771869357,0.191,0.063,1,"ABCD2"
"RGS5",0.000512712088664584,0.0088161217301902,0.122,0.028,1,"RGS5"
"STOML1",0.00051272636485348,0.109898700770005,0.113,0.024,1,"STOML1"
"MGST2",0.00051272636485348,0.149565892009996,0.113,0.024,1,"MGST2"
"MAP2K1",0.000514311344069087,0.0750208380189887,0.2,0.067,1,"MAP2K1"
"POLR3GL",0.000515569971449935,-0.0148894083662916,0.426,0.178,1,"POLR3GL"
"MCEE",0.000515841944648499,0.0626774238887063,0.13,0.032,1,"MCEE"
"ECSIT",0.000517581966357525,0.00651414891207047,0.226,0.079,1,"ECSIT"
"LAMP1",0.00052030397219896,0.0250765947531077,0.235,0.087,1,"LAMP1"
"LIMS2",0.000520705635239415,0.0855047380039939,0.13,0.032,1,"LIMS2"
"C10orf88",0.000520705635239415,0.0311286114842813,0.13,0.032,1,"C10orf88"
"PPIP5K2",0.000521588206020006,0.0438392764495759,0.452,0.213,1,"PPIP5K2"
"GPATCH11",0.000522854792064806,0.0576495745750804,0.122,0.028,1,"GPATCH11"
"CASP10",0.00052347830813651,-0.582509723853168,0.652,0.593,1,"CASP10"
"SHARPIN",0.000525133116113666,-0.0540641918372154,0.278,0.107,1,"SHARPIN"
"SUB1",0.000527374186394124,0.263237182102703,0.983,0.47,1,"SUB1"
"FXYD3",0.000529441014679345,0.152924549024442,0.061,0.004,1,"FXYD3"
"SPTBN5",0.000529441014679345,0.114247710729876,0.061,0.004,1,"SPTBN5"
"SLC9A1",0.000529516278415505,-0.0244724052200306,0.2,0.067,1,"SLC9A1"
"ECHDC2",0.000532000871017363,0.0357961086128263,0.27,0.103,1,"ECHDC2"
"INO80",0.000532537034758473,-0.0444839463605033,0.243,0.091,1,"INO80"
"RDH13",0.000541193751141225,0.0491760338311265,0.2,0.067,1,"RDH13"
"USPL1",0.000543957722614919,0.0237178700408885,0.304,0.126,1,"USPL1"
"NT5C3A",0.000543989762303753,0.150392145767516,0.417,0.194,1,"NT5C3A"
"HTT",0.000545232826524828,-0.122278097110796,0.426,0.198,1,"HTT"
"TRIP10",0.000546162690415317,0.178663083538504,0.061,0.004,1,"TRIP10"
"CXXC5",0.000546162690415317,0.131697359422542,0.061,0.004,1,"CXXC5"
"USP16",0.000546428280304315,0.0118725070004511,0.496,0.221,1,"USP16"
"PIK3CD",0.000548625878108255,-0.390689427947325,0.896,0.767,1,"PIK3CD"
"TIAL1",0.000549058436113688,-0.145589773291454,0.496,0.221,1,"TIAL1"
"ZNF138",0.000552409539801702,0.0452444952821517,0.235,0.087,1,"ZNF138"
"TSPAN13",0.000554706816479149,0.107568134754969,0.061,0.004,1,"TSPAN13"
"NR2F6",0.000554706816479149,0.142340697045433,0.061,0.004,1,"NR2F6"
"SLC45A4",0.000554706816479149,0.0434423548633967,0.061,0.004,1,"SLC45A4"
"C2orf81",0.000554706816479149,0.0961074246663431,0.061,0.004,1,"C2orf81"
"KCNE3",0.000555194634828228,-0.668005621491043,0.617,0.538,1,"KCNE3"
"IKZF5",0.000555326009228053,-0.0267278185696533,0.278,0.111,1,"IKZF5"
"AKAP10",0.000560022128378461,-0.125913966257461,0.374,0.162,1,"AKAP10"
"DICER1",0.000561926813422998,-0.129240559028414,0.443,0.198,1,"DICER1"
"HGSNAT",0.000561995425178121,0.0886623550031015,0.209,0.075,1,"HGSNAT"
"ARHGEF1",0.000562224527765636,-0.394785367624497,0.817,0.605,1,"ARHGEF1"
"EVA1B",0.000563375310677043,0.154899606634576,0.061,0.004,1,"EVA1B"
"CRNDE",0.000563375310677043,0.156349577039873,0.061,0.004,1,"CRNDE"
"NAGS",0.000563375310677043,0.0893268332306102,0.061,0.004,1,"NAGS"
"SNX24",0.000563375310677043,0.0329236767011341,0.061,0.004,1,"SNX24"
"ALDH4A1",0.000563375310677043,0.0633287625295831,0.061,0.004,1,"ALDH4A1"
"ANKRD13B",0.000563375310677043,0.0345760660016125,0.061,0.004,1,"ANKRD13B"
"HABP4",0.000563375310677043,0.0828448909011732,0.061,0.004,1,"HABP4"
"EVI5L",0.000563375310677043,0.0220603538842891,0.061,0.004,1,"EVI5L"
"GATM",0.000563375310677043,0.0517525032068326,0.061,0.004,1,"GATM"
"ZKSCAN4",0.000563375310677043,0.120924003264198,0.061,0.004,1,"ZKSCAN4"
"FBXO15",0.000563375310677043,0.114245464853217,0.061,0.004,1,"FBXO15"
"RBP5",0.000563375310677043,0.106640142760943,0.061,0.004,1,"RBP5"
"CSF3R",0.000563375310677043,0.127063882796297,0.061,0.004,1,"CSF3R"
"BEND4",0.000563375310677043,-0.0144441264465306,0.061,0.004,1,"BEND4"
"PDLIM4",0.000563375310677043,0.149208727793681,0.061,0.004,1,"PDLIM4"
"ZNF575",0.000563375310677043,0.128971143563631,0.061,0.004,1,"ZNF575"
"GNB3",0.000563375310677043,0.0861315523907926,0.061,0.004,1,"GNB3"
"REEP6",0.000563375310677043,0.167834814146142,0.061,0.004,1,"REEP6"
"NEFH",0.000563375310677043,0.0530743006504993,0.061,0.004,1,"NEFH"
"CA14",0.000563375310677043,0.111184576282616,0.061,0.004,1,"CA14"
"CRYBG2",0.000563375310677043,0.0219212741790052,0.061,0.004,1,"CRYBG2"
"ABHD13",0.000563729991173337,-0.0641784293792522,0.217,0.075,1,"ABHD13"
"POC5",0.000564112346480178,0.137011493268628,0.191,0.063,1,"POC5"
"CSAD",0.000564319091021207,-0.715650786961035,0.548,0.51,1,"CSAD"
"ZNF800",0.000565721238417358,-0.0493154743025277,0.452,0.198,1,"ZNF800"
"TNFRSF9",0.0005677162427911,-0.246493080636257,0.974,0.87,1,"TNFRSF9"
"CUX1",0.000569206289222061,-0.0855121204184261,0.287,0.115,1,"CUX1"
"PIGB",0.000570263403383821,0.0485082800801711,0.296,0.119,1,"PIGB"
"PSAP",0.000574364513850498,0.149315993453845,0.748,0.344,1,"PSAP"
"CMIP",0.000576787438413927,-0.0200813509022192,0.191,0.063,1,"CMIP"
"MSH3",0.000580440853333177,-0.500649397134965,0.713,0.64,1,"MSH3"
"GLB1L3",0.000584032824308361,-0.687435011573865,0.461,0.47,1,"GLB1L3"
"GTF2H2",0.000584723552866215,0.0955091206562791,0.313,0.138,1,"GTF2H2"
"OCIAD1",0.000589187539888703,0.196057348865082,0.617,0.344,1,"OCIAD1"
"SRFBP1",0.000590499917971013,-0.624493303546186,0.626,0.565,1,"SRFBP1"
"LAYN",0.000590865439923592,0.242971872080897,0.278,0.126,1,"LAYN"
"ST3GAL2",0.000593449923582319,-0.533292963467017,0.583,0.569,1,"ST3GAL2"
"ZNF362",0.000594100291623973,0.0423275265063034,0.191,0.063,1,"ZNF362"
"SLC4A5",0.00059696061749159,-0.495250223753305,0.67,0.617,1,"SLC4A5"
"UBL3",0.000597337854133712,-0.00780118898612869,0.278,0.111,1,"UBL3"
"NSUN4",0.000601101080731132,-0.633216139570061,0.73,0.621,1,"NSUN4"
"SIGLEC8",0.000601343172102179,-0.627331546021469,0.522,0.506,1,"SIGLEC8"
"MYO9A",0.000605240520416747,-0.0372204857317706,0.296,0.123,1,"MYO9A"
"CDK4",0.00060702374616898,0.259661511019204,0.626,0.316,1,"CDK4"
"GMPPB",0.000607401049687039,0.171950938855708,0.191,0.063,1,"GMPPB"
"ZC3H12A",0.00060795368471594,0.061020788203905,0.287,0.115,1,"ZC3H12A"
"RNF19A",0.000611068651740864,-0.552890441576036,0.73,0.601,1,"RNF19A"
"FIG4",0.000611234706021535,0.110686860196065,0.209,0.075,1,"FIG4"
"CCDC91",0.00061403358820952,-0.0724683064126718,0.365,0.154,1,"CCDC91"
"ZNF700",0.000625272544383649,0.099238376471377,0.243,0.095,1,"ZNF700"
"ARSB",0.000628095390507091,-0.555154752865826,0.643,0.585,1,"ARSB"
"EHMT2",0.000630796357584678,-0.0175305839945615,0.261,0.103,1,"EHMT2"
"UBXN4",0.000640788318107376,0.0676226447698451,0.791,0.352,1,"UBXN4"
"TMEM69",0.00064080232822863,0.139246628232271,0.261,0.107,1,"TMEM69"
"COQ7",0.000641088546232382,0.0699186859055028,0.296,0.126,1,"COQ7"
"INVS",0.000648569108731853,0.067037400809474,0.174,0.055,1,"INVS"
"TOR1AIP1",0.000648638124899011,0.106309561921034,0.774,0.451,1,"TOR1AIP1"
"CCNY",0.000648984597783706,-0.0627828129289937,0.191,0.063,1,"CCNY"
"EIF4ENIF1",0.000651257222397226,0.135585785772916,0.165,0.051,1,"EIF4ENIF1"
"ABL1",0.000653592442845051,0.0986816255937834,0.174,0.055,1,"ABL1"
"SERINC3",0.000653791933659013,0.0872780900396981,0.635,0.289,1,"SERINC3"
"CCDC66",0.000654229248293103,-0.0852601868838407,0.304,0.123,1,"CCDC66"
"RNF157",0.00065926338657604,-0.642192178333372,0.565,0.545,1,"RNF157"
"CDC37L1",0.000664091010499986,0.0211180361903188,0.243,0.091,1,"CDC37L1"
"ZNF839",0.000665707200107892,-0.753489148744889,0.583,0.53,1,"ZNF839"
"FAM76A",0.000668124744274818,0.0101945474000358,0.591,0.32,1,"FAM76A"
"DCTN4",0.000668130774950781,-0.0752722357441997,0.252,0.095,1,"DCTN4"
"SETDB2",0.000668953710749066,0.0746894064318974,0.357,0.174,1,"SETDB2"
"MARCHF7",0.000671733093309455,0.0561947233062545,0.557,0.257,1,"MARCHF7"
"CLSTN1",0.00067891261030008,-0.0944739817016096,0.33,0.138,1,"CLSTN1"
"IQGAP1",0.000681657718294257,0.167974667075252,0.948,0.482,1,"IQGAP1"
"UQCRB",0.000682087346114221,-0.377537996260972,0.913,0.715,1,"UQCRB"
"GORASP1",0.000682376511096631,0.181810263158161,0.157,0.047,1,"GORASP1"
"HERC6",0.000682940936312715,0.136482514544514,0.165,0.051,1,"HERC6"
"HIVEP2",0.000687564297542457,-0.0958541679092032,0.487,0.233,1,"HIVEP2"
"CD200",0.000687963293952882,0.17791166559411,0.261,0.103,1,"CD200"
"CENPI",0.000691983677619812,0.228051264412357,0.217,0.087,1,"CENPI"
"BTBD2",0.000693816647582121,0.0301407902295822,0.165,0.051,1,"BTBD2"
"THUMPD2",0.000695101103994244,0.0393875609753129,0.174,0.055,1,"THUMPD2"
"DDX39B",0.00069565600090363,0.230407863143826,0.826,0.379,1,"DDX39B"
"TANGO6",0.000697474054843251,-0.0238731674923699,0.209,0.075,1,"TANGO6"
"PLXNC1",0.000704853144062632,0.0202924909309762,0.165,0.051,1,"PLXNC1"
"CAPRIN2",0.000706839526470671,-0.0315176107774798,0.217,0.079,1,"CAPRIN2"
"CPNE8",0.000710432363057977,0.0801109223389006,0.165,0.051,1,"CPNE8"
"TUBA4A",0.000712765598165406,0.163728009117172,0.704,0.312,1,"TUBA4A"
"DDX60L",0.000713661765370176,-0.0358539108341385,0.304,0.126,1,"DDX60L"
"PDP1",0.000718266068747925,0.036423138243771,0.278,0.115,1,"PDP1"
"FAN1",0.000722274496550365,0.065917279573217,0.174,0.055,1,"FAN1"
"ZFYVE16",0.000722274496550365,-0.0608151595753907,0.174,0.055,1,"ZFYVE16"
"TP53I11",0.000728188664137441,0.0968071247411916,0.157,0.047,1,"TP53I11"
"EFCAB2",0.000729172161658405,-0.654358415388484,0.513,0.502,1,"EFCAB2"
"SEC16A",0.000729482571058313,-0.0834537581968176,0.504,0.237,1,"SEC16A"
"TRAPPC9",0.000729752240699856,-0.0945326258192378,0.296,0.119,1,"TRAPPC9"
"RABEPK",0.000733417622373616,0.0806843366038343,0.174,0.055,1,"RABEPK"
"SYPL1",0.00073341855696461,0.123320081260917,0.383,0.17,1,"SYPL1"
"PHF10",0.000734111915202152,0.150646038586905,0.157,0.047,1,"PHF10"
"ZNF26",0.000735581329904712,-0.0238612607843056,0.183,0.059,1,"ZNF26"
"C22orf34",0.000744398913473727,0.028779817931909,0.226,0.083,1,"C22orf34"
"AKTIP",0.000745323927117554,0.111770850741567,0.261,0.103,1,"AKTIP"
"TMUB2",0.000746232999555906,0.0887460999060017,0.278,0.111,1,"TMUB2"
"GPR171",0.000753160552972795,0.0460617331635507,0.487,0.217,1,"GPR171"
"COL1A2",0.000754597023521421,0.130088109514932,0.07,0.008,1,"COL1A2"
"USF1",0.000757041802630937,0.128968854517913,0.243,0.095,1,"USF1"
"ZNF644",0.000758869019371453,-0.020856717456313,0.53,0.249,1,"ZNF644"
"CHM",0.000758920812741163,-0.570963024808561,0.687,0.617,1,"CHM"
"DLST",0.000759973831748537,-0.0694504537066212,0.304,0.123,1,"DLST"
"ARID3B",0.000761187898498921,-0.0899302861634228,0.365,0.158,1,"ARID3B"
"CSNK1G2",0.000762037011179352,-0.0775989046115974,0.235,0.087,1,"CSNK1G2"
"ZDHHC6",0.000762179735461241,-0.0350557576993344,0.4,0.174,1,"ZDHHC6"
"GALC",0.000763969093867561,0.0328685367581555,0.235,0.091,1,"GALC"
"IER5",0.000768526074320705,-0.0545211160434226,0.165,0.051,1,"IER5"
"CRIPT",0.000769488678147962,-0.00356692547130488,0.409,0.186,1,"CRIPT"
"PCBP2",0.000770901677210531,0.134309915259491,0.878,0.435,1,"PCBP2"
"CCDC50",0.000771575881686157,0.114401478066638,0.574,0.344,1,"CCDC50"
"NELL2",0.000780107943147593,0.0246303952750848,0.443,0.202,1,"NELL2"
"HERC2",0.000784015141279692,-0.0799617172451386,0.557,0.281,1,"HERC2"
"GFOD1",0.000784210850366641,0.0362029841557292,0.252,0.099,1,"GFOD1"
"FARP1",0.000786017708433739,0.0555869078754234,0.07,0.008,1,"FARP1"
"RAB11B",0.000794018478226175,0.00193361197284703,0.583,0.261,1,"RAB11B"
"CD163",0.000796758266690657,0.115097669628772,0.07,0.008,1,"CD163"
"ACTA2",0.000802803844617297,0.00958589326004922,0.287,0.115,1,"ACTA2"
"WDR59",0.00080342326648222,-0.0280318478817634,0.217,0.079,1,"WDR59"
"TNKS2",0.000804660880553251,-0.0974290077053299,0.435,0.202,1,"TNKS2"
"MCM8",0.000805509940146594,0.195423808599297,0.191,0.071,1,"MCM8"
"LRRC25",0.000806619602664565,-0.653814734822866,0.478,0.486,1,"LRRC25"
"TIMP3",0.000807634898414768,0.119762223337466,0.07,0.008,1,"TIMP3"
"DAPK1",0.000807634898414768,0.0811518532367371,0.07,0.008,1,"DAPK1"
"HDAC9",0.000807634898414768,0.103482512912431,0.07,0.008,1,"HDAC9"
"LOXL2",0.000807634898414768,0.0684015552655827,0.07,0.008,1,"LOXL2"
"CEP57L1",0.000808769088884467,0.0840423223413724,0.157,0.047,1,"CEP57L1"
"APC",0.000808934893297856,-0.0341188957433013,0.252,0.099,1,"APC"
"COQ6",0.000816443881358785,0.0541219847815677,0.226,0.083,1,"COQ6"
"KLF16",0.000818649172343953,0.0611808923316648,0.07,0.008,1,"KLF16"
"GAS2L3",0.000818649172343953,0.0811565250896624,0.07,0.008,1,"GAS2L3"
"PRKD2",0.000819025513225251,0.0509212198078165,0.252,0.099,1,"PRKD2"
"GTPBP1",0.000820067519683752,0.13845484665615,0.774,0.478,1,"GTPBP1"
"BCAS3",0.000821829876791369,-0.0732025232119567,0.226,0.083,1,"BCAS3"
"FCGRT",0.00082187650474938,0.113188033716523,0.157,0.047,1,"FCGRT"
"LARP1B",0.00082187650474938,0.0315401710623787,0.157,0.047,1,"LARP1B"
"CCZ1",0.000824114500380744,0.0300006994509663,0.252,0.099,1,"CCZ1"
"ARMC5",0.000826582389015345,-0.0204090676915294,0.287,0.123,1,"ARMC5"
"NUPR1",0.000829802673164932,0.162170869638047,0.07,0.008,1,"NUPR1"
"TMCC2",0.000829802673164932,0.0867371343754925,0.07,0.008,1,"TMCC2"
"CSRP2",0.000829802673164932,0.115264787451797,0.07,0.008,1,"CSRP2"
"METAP1D",0.000829802673164932,0.142614964030178,0.07,0.008,1,"METAP1D"
"FAM200B",0.000830157295797316,-0.0340167607212658,0.322,0.15,1,"FAM200B"
"STAM2",0.000832092758655645,-0.0547261240707269,0.313,0.138,1,"STAM2"
"CD164",0.000837344451869157,0.177774676547918,0.817,0.375,1,"CD164"
"OGFRL1",0.000841097001647575,0.120325666442296,0.07,0.008,1,"OGFRL1"
"KYNU",0.000841097001647575,0.105413223856159,0.07,0.008,1,"KYNU"
"NOTCH4",0.000841097001647575,0.031017171971626,0.07,0.008,1,"NOTCH4"
"GTF2H2C",0.000844066926204419,-0.471298856866242,0.67,0.601,1,"GTF2H2C"
"CDKN1B",0.000846540702268962,0.0579014212736553,0.6,0.277,1,"CDKN1B"
"ARHGAP17",0.000850583031264587,-0.0210493385107383,0.374,0.17,1,"ARHGAP17"
"PTPN9",0.000850647678885629,-0.0127567966743921,0.165,0.051,1,"PTPN9"
"DOK5",0.000852533774779993,0.142978947700102,0.07,0.008,1,"DOK5"
"ADCY4",0.000852533774779993,0.0692982934931031,0.07,0.008,1,"ADCY4"
"DOK3",0.000852533774779993,0.0828905372425542,0.07,0.008,1,"DOK3"
"SPAG8",0.000852533774779993,0.0455501738200715,0.07,0.008,1,"SPAG8"
"SAMD11",0.000852533774779993,0.0521058919941748,0.07,0.008,1,"SAMD11"
"PPP1R13L",0.000852533774779993,0.0774086127567049,0.07,0.008,1,"PPP1R13L"
"IRF2BP1",0.000852533774779993,0.116824849649736,0.07,0.008,1,"IRF2BP1"
"RGS13",0.000852533774779993,0.0742759285732714,0.07,0.008,1,"RGS13"
"URB1-AS1",0.000852533774779993,0.131414010712994,0.07,0.008,1,"URB1-AS1"
"KCTD6",0.000852533774779993,0.0279593633035933,0.07,0.008,1,"KCTD6"
"FKBPL",0.000852533774779993,0.0853010143962919,0.07,0.008,1,"FKBPL"
"KIF9",0.000852533774779993,0.049465161705145,0.07,0.008,1,"KIF9"
"RMDN2",0.000852533774779993,0.09213216326527,0.07,0.008,1,"RMDN2"
"HSPA1L",0.000852533774779993,0.0145260211346572,0.07,0.008,1,"HSPA1L"
"SLC35G1",0.000852533774779993,0.0405702888961249,0.07,0.008,1,"SLC35G1"
"TMEM168",0.000854312289918851,0.0228606521175547,0.296,0.126,1,"TMEM168"
"SRGAP2B",0.00085551215630871,0.15867500619316,0.157,0.047,1,"SRGAP2B"
"TRIM27",0.000858394732163737,-0.0433270876556282,0.357,0.154,1,"TRIM27"
"ARHGAP21",0.000861143309094173,-0.00684503105976525,0.148,0.043,1,"ARHGAP21"
"C3",0.0008618952376206,0.0917124588818938,0.043,0,1,"C3"
"CXCL2",0.0008618952376206,0.163858440086624,0.043,0,1,"CXCL2"
"DVL1",0.0008618952376206,0.057014576348513,0.043,0,1,"DVL1"
"SPI1",0.0008618952376206,0.0526412888945895,0.043,0,1,"SPI1"
"HYAL2",0.0008618952376206,0.148334593067509,0.043,0,1,"HYAL2"
"TUSC3",0.0008618952376206,0.0738138133596533,0.043,0,1,"TUSC3"
"MYL9",0.0008618952376206,0.0868438579214072,0.043,0,1,"MYL9"
"GJB1",0.0008618952376206,0.106824587653017,0.043,0,1,"GJB1"
"C1orf54",0.0008618952376206,0.132036471088287,0.043,0,1,"C1orf54"
"CR2",0.0008618952376206,0.0888348524754244,0.043,0,1,"CR2"
"DNASE1L3",0.0008618952376206,0.128676012140559,0.043,0,1,"DNASE1L3"
"CLEC4G",0.0008618952376206,0.158510262529492,0.043,0,1,"CLEC4G"
"MGLL",0.0008618952376206,0.0724864081208366,0.043,0,1,"MGLL"
"KIFC3",0.0008618952376206,0.0786922872024986,0.043,0,1,"KIFC3"
"RAMP1",0.0008618952376206,0.227694608250149,0.043,0,1,"RAMP1"
"PDE6G",0.0008618952376206,0.138382073050143,0.043,0,1,"PDE6G"
"C8orf82",0.0008618952376206,0.0383779124157891,0.043,0,1,"C8orf82"
"LGALS2",0.0008618952376206,0.1517676238915,0.043,0,1,"LGALS2"
"PRICKLE1",0.0008618952376206,0.0535323450651689,0.043,0,1,"PRICKLE1"
"PLXDC2",0.0008618952376206,0.066504585294648,0.043,0,1,"PLXDC2"
"DAAM2",0.0008618952376206,0.0957759579454443,0.043,0,1,"DAAM2"
"BEND5",0.0008618952376206,0.071447559152623,0.043,0,1,"BEND5"
"GLI3",0.0008618952376206,0.0213754007252321,0.043,0,1,"GLI3"
"ENKD1",0.0008618952376206,0.0541076993720769,0.043,0,1,"ENKD1"
"HOXB7",0.0008618952376206,0.126134776398387,0.043,0,1,"HOXB7"
"PTPN21",0.0008618952376206,0.0347239481931113,0.043,0,1,"PTPN21"
"CCDC40",0.0008618952376206,0.0490947665367354,0.043,0,1,"CCDC40"
"MAGEA2B",0.0008618952376206,0.0964297957179977,0.043,0,1,"MAGEA2B"
"PTHLH",0.0008618952376206,0.14825246396011,0.043,0,1,"PTHLH"
"GPM6A",0.0008618952376206,0.0617028511893511,0.043,0,1,"GPM6A"
"FOSL1",0.0008618952376206,0.0338233861495181,0.043,0,1,"FOSL1"
"F12",0.0008618952376206,0.113143933384582,0.043,0,1,"F12"
"IGFN1",0.0008618952376206,0.0364662922297965,0.043,0,1,"IGFN1"
"SCG5",0.0008618952376206,0.138788478865334,0.043,0,1,"SCG5"
"ETNK2",0.0008618952376206,0.0586201484916141,0.043,0,1,"ETNK2"
"CEND1",0.0008618952376206,0.128974270552603,0.043,0,1,"CEND1"
"FSD1",0.0008618952376206,0.110417214014967,0.043,0,1,"FSD1"
"TGM1",0.0008618952376206,0.0598811713606737,0.043,0,1,"TGM1"
"ATL1",0.0008618952376206,0.0343073808403954,0.043,0,1,"ATL1"
"USP45",0.000862390642828351,0.000621706629174712,0.157,0.047,1,"USP45"
"LZTR1",0.000862806801442116,-0.00140590141044655,0.209,0.075,1,"LZTR1"
"COX16",0.000870008952905319,0.0708386864144248,0.591,0.3,1,"COX16"
"CUL7",0.000874632391145071,-0.0327201015748431,0.209,0.075,1,"CUL7"
"RIC8B",0.000876301721229624,0.00992794624347082,0.157,0.047,1,"RIC8B"
"NTAQ1",0.000876301721229624,0.0981477918711776,0.157,0.047,1,"NTAQ1"
"ARV1",0.00087750847406185,0.0750210275295881,0.165,0.051,1,"ARV1"
"ADM2",0.0008812022461059,-0.553734054581113,0.53,0.526,1,"ADM2"
"PLPP6",0.00088274121499992,0.0612670224269406,0.148,0.043,1,"PLPP6"
"NUS1",0.000885779406750507,0.0424293851257878,0.191,0.067,1,"NUS1"
"ID2",0.000885850031315965,0.18364494419204,0.696,0.32,1,"ID2"
