"","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","logp","group"
"APOA1",-0.28599637502869,5.48199730863627,-5.71195377846146,3.2153301046707e-08,3.09122964449043e-07,8.38566135086744,"APOA1",6.50986873041701,"no_sig"
"PBX3",-0.194180442160016,5.79456064846951,-5.70848780766966,3.27365205554539e-08,3.12900231355618e-07,8.36836284301787,"PBX3",6.50459411574025,"no_sig"
"SUV39H2",-0.204773538857267,5.81660268377592,-5.69765484549611,3.46267336437537e-08,3.29054046880527e-07,8.31434764495815,"SUV39H2",6.48273276364814,"no_sig"
"LEFTY2",-0.251527102258263,5.59376582318886,-5.69555526431854,3.5005211235948e-08,3.30738892367233e-07,8.30388779511579,"LEFTY2",6.48051473236985,"no_sig"
"ITGB1",0.475196174649568,7.13169553222672,5.69095050250558,3.58494709846213e-08,3.36780173135528e-07,8.28095775787787,"ITGB1",6.47265348412991,"no_sig"
"SOX11",-0.234173369624648,5.55381187350988,-5.68076589650945,3.77879475674788e-08,3.52973782959859e-07,8.23029246004584,"SOX11",6.45225755052917,"no_sig"
"MAP2K4",-0.183356566567865,5.90893417835702,-5.67934335197383,3.80667186582788e-08,3.53568844487065e-07,8.22322125792837,"MAP2K4",6.4515260108068,"no_sig"
"EGR2",-0.248037654282854,5.79324499926897,-5.67575218054183,3.87794245666035e-08,3.58165022401664e-07,8.20537624336985,"EGR2",6.44591682864797,"no_sig"
"FOLH1",-0.25557586098455,5.97805778032881,-5.6744635237468,3.90383326647638e-08,3.58542005032802e-07,8.19897483912703,"FOLH1",6.44545995719196,"no_sig"
"TLR9",-0.25472254179871,5.96870054506922,-5.66919548579619,4.01144014073559e-08,3.66378199520517e-07,8.17281742139097,"TLR9",6.43607037591471,"no_sig"
"CD63",0.92438215717979,7.16745051885598,5.64548610133507,4.53263918649454e-08,4.11693857602046e-07,8.05532348439869,"CD63",6.38542561254936,"up"
"NOD1",-0.183302911186212,5.93258017271389,-5.64432310483924,4.55983694157062e-08,4.11888567689126e-07,8.04956986705415,"NOD1",6.38522026208202,"no_sig"
"HHIP",-0.217222266174371,5.56034942464931,-5.63540122186343,4.77384452995492e-08,4.28863410232015e-07,8.00546147426773,"HHIP",6.36768100531652,"no_sig"
"TNFRSF11A",-0.237942107798977,5.97808939192906,-5.63190579880309,4.86033251656532e-08,4.34260144414858e-07,7.98819525690846,"TNFRSF11A",6.36225002754538,"no_sig"
"LILRB2",0.4662998216392,6.64108023482385,5.62504616352338,5.03452628019748e-08,4.45384718720558e-07,7.95433488572507,"LILRB2",6.35126468781655,"no_sig"
"RPS6KA5",-0.21232795484866,5.50918220786734,-5.6248721207608,5.03902418990412e-08,4.45384718720558e-07,7.95347619244886,"RPS6KA5",6.35126468781655,"no_sig"
"TMEM45B",-0.215477405636962,6.14178502605315,-5.61936353380185,5.18342887608014e-08,4.55698239159131e-07,7.92630844653987,"TMEM45B",6.34132264954999,"no_sig"
"NEIL1",-0.246897282127358,5.64931023899938,-5.61655533703217,5.25858922625013e-08,4.59846845104001e-07,7.91246660657502,"NEIL1",6.33738678875644,"no_sig"
"E2F3",-0.161936441579595,5.9818222123423,-5.61345207430829,5.34288307548178e-08,4.6474601989905e-07,7.89717655272757,"E2F3",6.33278432085307,"no_sig"
"E2F1",-0.190817045500595,5.48253665085557,-5.60796105110753,5.4952749392342e-08,4.75485894742159e-07,7.87013772373526,"E2F1",6.32286236185276,"no_sig"
"CD40",0.313383469494982,5.92391741497315,5.6055606394702,5.56321695782186e-08,4.78844433437651e-07,7.85832404572498,"CD40",6.31980555688419,"no_sig"
"CD28",-0.232623984761839,5.68254019333856,-5.60275316570725,5.64372004899781e-08,4.83243529195438e-07,7.84451194448537,"CD28",6.3158339526197,"no_sig"
"ENG",0.623384537017513,6.70432749032723,5.59895117657766,5.75455318180283e-08,4.89080105474252e-07,7.82581556190326,"ENG",6.31062000280636,"up"
"RPS6KB1",-0.222527829836327,6.00999101287022,-5.59838009496564,5.77138323978131e-08,4.89080105474252e-07,7.82300809762607,"RPS6KB1",6.31062000280636,"no_sig"
"PTTG1",-0.21069618847761,5.74252131458689,-5.58865343552016,6.06551125451946e-08,5.11369256534871e-07,7.77522527977094,"PTTG1",6.29126538526276,"no_sig"
"IFI6",0.881106259262681,6.57488784260593,5.58462848594108,6.19145259386031e-08,5.19323880831957e-07,7.75547121103372,"IFI6",6.2845617061454,"up"
"GPI",0.425992446719164,5.95322592530643,5.58258068202114,6.25650342915203e-08,5.22116326777966e-07,7.74542499941098,"GPI",6.28223272602178,"no_sig"
"OTOA",-0.238733159584246,5.66885311162976,-5.57173799731365,6.61219222053936e-08,5.49012323765995e-07,7.69227985911174,"OTOA",6.26041790676394,"no_sig"
"CDH5",0.480257799443812,6.30090186708167,5.56465183808373,6.85521913225251e-08,5.6185134664971e-07,7.65759036209197,"CDH5",6.2503785738784,"no_sig"
"MUTYH",-0.198791079198642,5.5647975565197,-5.56456626535802,6.85820648350694e-08,5.6185134664971e-07,7.65717165893092,"MUTYH",6.2503785738784,"no_sig"
"RAD52",-0.174781302310515,5.97776786028649,-5.56424736770325,6.86935040611871e-08,5.6185134664971e-07,7.65561135214371,"RAD52",6.2503785738784,"no_sig"
"MAP2K6",-0.230837571645106,5.71188374682224,-5.56313064308409,6.9085137765828e-08,5.62257259836739e-07,7.65014797164148,"MAP2K6",6.25006492826818,"no_sig"
"PPARG",-0.245300748898714,5.48884413471419,-5.56022702852198,7.01136433564258e-08,5.6781689496534e-07,7.63594651218391,"PPARG",6.24579168951171,"no_sig"
"RRAS2",-0.183558169774191,5.85637949865935,-5.55629831068291,7.1529040747861e-08,5.7494741796444e-07,7.61674044336081,"RRAS2",6.24037187206185,"no_sig"
"SOCS2",-0.248361711805636,5.72549736181494,-5.55584656524529,7.16935648921595e-08,5.7494741796444e-07,7.61453269785026,"SOCS2",6.24037187206185,"no_sig"
"ITGAV",0.36358372299707,5.87302637903992,5.53830335589758,7.83759431197641e-08,6.25485681984913e-07,7.52890398916142,"ITGAV",6.20378262730727,"no_sig"
"RIN1",-0.196032786434315,6.01020881843889,-5.53386015536351,8.01624603361489e-08,6.36652583539269e-07,7.50724995006382,"RIN1",6.19609749421355,"no_sig"
"TXNIP",0.782023580751282,7.55845966837338,5.52998162619765,8.17543184169365e-08,6.46173555180017e-07,7.48835886444085,"TXNIP",6.18965081956876,"up"
"PCK1",-0.246582739383435,5.67588495762091,-5.52598908963798,8.34251253771458e-08,6.56224431196305e-07,7.46892321527559,"PCK1",6.18294760489141,"no_sig"
"LTB",-0.30261688857775,5.5758228027021,-5.52351485183954,8.44771964268625e-08,6.61335766313152e-07,7.45688410320312,"LTB",6.17957798917807,"no_sig"
"IL1R1",0.331638931891717,6.32745267065098,5.52200721794714,8.51245830080238e-08,6.6324556618574e-07,7.44955033053684,"IL1R1",6.1783256446061,"no_sig"
"PMAIP1",-0.210558635263141,5.76213176461126,-5.51341202209663,8.89087651940213e-08,6.89462311221561e-07,7.4077693322973,"PMAIP1",6.16148946911956,"no_sig"
"HLA-DRB5",1.1279736567742,6.25733201317995,5.51229762007112,8.94112427558977e-08,6.9010367648214e-07,7.402355957897,"HLA-DRB5",6.16108565891243,"up"
"IL26",-0.23902471263972,5.83506455665581,-5.51038517276718,9.02800084097002e-08,6.9112489563719e-07,7.39306794057708,"IL26",6.16044346263352,"no_sig"
"FAM124B",-0.254645933095288,5.5974070860689,-5.51015671351736,9.038433854136e-08,6.9112489563719e-07,7.39195856974126,"FAM124B",6.16044346263352,"no_sig"
"MIF",0.443090740456885,6.26191905450674,5.50603174174298,9.22884110819422e-08,7.0241735101256e-07,7.37193434840783,"MIF",6.15340476908951,"no_sig"
"AFDN",-0.29318034298681,5.66283858465214,-5.50243381597937,9.3981056640689e-08,7.12003949849275e-07,7.3544781317673,"AFDN",6.14751759710333,"no_sig"
"XCR1",-0.265960202029229,5.67705797451399,-5.4935454860385,9.82932267808019e-08,7.41257178108433e-07,7.31139226901738,"XCR1",6.13003108803201,"no_sig"
"HPGD",-0.240666730085858,5.54488872122523,-5.49165231318143,9.92362835466955e-08,7.4435233618951e-07,7.30222218225448,"HPGD",6.12822144423636,"no_sig"
"ALK",-0.253148588630303,5.45999029119042,-5.49004602909415,1.00043335558803e-07,7.4435233618951e-07,7.2944436467762,"ALK",6.12822144423636,"no_sig"
"NFAM1",-0.211908947884249,5.83686726537912,-5.49000910493318,1.00061962468298e-07,7.4435233618951e-07,7.29426485994431,"NFAM1",6.12822144423636,"no_sig"
"GBP1",0.36285449436817,5.896245822666,5.48794328929903,1.01109489676986e-07,7.48756761391731e-07,7.28426366943693,"GBP1",6.12565924283721,"no_sig"
"CFD",0.396870213163946,6.14624778365725,5.47202710589608,1.09546239250114e-07,8.07596490256449e-07,7.20730731421845,"CFD",6.09280557713004,"no_sig"
"CD96",-0.225589548034597,5.69430303785315,-5.46027682556035,1.16210657993287e-07,8.52903222057871e-07,7.15060536227754,"CD96",6.06910024492943,"no_sig"
"PRC1",-0.162504993842888,5.6731284227976,-5.45149511828694,1.21447481601573e-07,8.87376265568829e-07,7.10829063659321,"PRC1",6.05189219143007,"no_sig"
"PECAM1",0.638611538610803,6.73445320611913,5.4487435537212,1.23135088767491e-07,8.95726043954668e-07,7.09504314753957,"PECAM1",6.04782479814083,"up"
"FZD10",-0.250393052727686,5.48320942053212,-5.44399922262773,1.26098673571675e-07,9.13243257056533e-07,7.07221370090627,"FZD10",6.03941352572316,"no_sig"
"HSP90B1",0.817835575888779,6.62698890114747,5.44095103766531,1.28039257610811e-07,9.21855735965672e-07,7.05755421430383,"HSP90B1",6.03533703770578,"up"
"DEPTOR",-0.188549316882452,5.56206747721494,-5.44037482931359,1.2840934521663e-07,9.21855735965672e-07,7.05478380519554,"DEPTOR",6.03533703770578,"no_sig"
"MAP3K7",-0.139851054928206,5.83127615567693,-5.435004735778,1.31908898774606e-07,9.42861867762832e-07,7.02897543757365,"MAP3K7",6.02555192811371,"no_sig"
"IL32",0.521083677836391,6.89523602181296,5.43351762926774,1.3289430765775e-07,9.45793254499313e-07,7.02183201275445,"IL32",6.02420378774518,"up"
"HACD2",-0.15279729667809,5.85868937677074,-5.42851979597625,1.36258828322915e-07,9.65558248977901e-07,6.99783576613812,"HACD2",6.01522152152559,"no_sig"
"COL1A1",1.21085583444426,6.82680637952424,5.42113963964669,1.41379176839572e-07,9.97542346456038e-07,6.96243281845456,"COL1A1",6.00106865910805,"up"
"LIG4",-0.176079109263531,5.54098366057894,-5.41905834686082,1.42856708110123e-07,1.00365994928651e-06,6.95245558167666,"LIG4",5.99841340588,"no_sig"
"LAMB4",-0.23506389102845,5.55762241090687,-5.41041674174324,1.49153815493061e-07,1.04344201136422e-06,6.91106184072657,"LAMB4",5.98153168157152,"no_sig"
"PPP2R3A",-0.18058680304863,5.61827743226615,-5.40356642226005,1.54336758132323e-07,1.07193060239622e-06,6.87828526338471,"PPP2R3A",5.96983333028874,"no_sig"
"MAP3K14",-0.159676298855388,5.9360765646837,-5.40252208996399,1.55142136981466e-07,1.07193060239622e-06,6.87329133084661,"MAP3K14",5.96983333028874,"no_sig"
"FLG",-0.256114947158686,5.99453291127423,-5.40230421005396,1.55310678624216e-07,1.07193060239622e-06,6.87224953806997,"FLG",5.96983333028874,"no_sig"
"CD244",-0.206247930521523,5.75636157283536,-5.40162890746638,1.55834193414049e-07,1.07193060239622e-06,6.86902078825317,"CD244",5.96983333028874,"no_sig"
"TNFRSF13B",-0.22602922553177,5.72817632700442,-5.38633738061902,1.68158908461212e-07,1.1518885229593e-06,6.7959939459974,"TNFRSF13B",5.93858954886962,"no_sig"
"TCL1B",-0.231817001261822,6.05123021733224,-5.37715182048111,1.76012811145097e-07,1.20068490258315e-06,6.75220522889206,"TCL1B",5.92057095015251,"no_sig"
"IL11RA",-0.208682811525228,6.02336220432667,-5.3649878800039,1.86964271393579e-07,1.27012091806217e-06,6.69430869060225,"IL11RA",5.89615493136896,"no_sig"
"IFNAR1",0.172107384655792,5.58191200213335,5.36328931816507,1.88545302554887e-07,1.27559044197627e-06,6.68623228245304,"IFNAR1",5.8942887435938,"no_sig"
"FOXL2",-0.255370107582593,5.61125504232835,-5.36074014108017,1.90942517486226e-07,1.28651433912851e-06,6.674115105304,"FOXL2",5.890585368902,"no_sig"
"NOS2",-0.255933495113092,5.87283043333651,-5.35642936830075,1.95063918802329e-07,1.30891870412665e-06,6.65363474112357,"NOS2",5.88308732628775,"no_sig"
"TTC30A",-0.226463217532062,5.76442019076533,-5.35366913753618,1.97748185244026e-07,1.32153665260642e-06,6.64052777784771,"TTC30A",5.87892078727766,"no_sig"
"AKT3",-0.196185547236595,5.49712709442164,-5.34464127956554,2.0678081985762e-07,1.37274312128605e-06,6.59769617120223,"AKT3",5.86241072383057,"no_sig"
"IL7",-0.243911440929788,5.59736044997833,-5.34434840226137,2.07080470850937e-07,1.37274312128605e-06,6.59630760415816,"IL7",5.86241072383057,"no_sig"
"MX1",0.672171316341801,6.57433563978537,5.33944762425043,2.12157683681934e-07,1.40075193563494e-06,6.57308132511801,"MX1",5.85363876872833,"up"
"TLR3",-0.186326842037552,5.93790314788392,-5.33567903740563,2.16144061816888e-07,1.41813053625727e-06,6.55523228291928,"TLR3",5.8482837913201,"no_sig"
"APOC3",-0.247907702148105,5.80436971988881,-5.33533174903383,2.16515063625654e-07,1.41813053625727e-06,6.55358793228962,"APOC3",5.8482837913201,"no_sig"
"UBB",0.566990652569138,7.76020982441761,5.33074565874019,2.21472749536294e-07,1.44484603268916e-06,6.53188151161012,"UBB",5.84017843021965,"up"
"CCL15",-0.45063264453445,7.64957120995014,-5.32361654755624,2.29399355509251e-07,1.4856871275625e-06,6.49816799809292,"CCL15",5.82807263948498,"no_sig"
"TLR5",-0.213385562846499,6.08002697346436,-5.32349181348457,2.29540468613671e-07,1.4856871275625e-06,6.49757844893912,"TLR5",5.82807263948498,"no_sig"
"MSH2",-0.17327936959089,5.66832270702546,-5.32187285509011,2.3137968768815e-07,1.49171845709537e-06,6.4899275160918,"MSH2",5.82631313669436,"no_sig"
"LAMP1",0.612353982782405,6.7374491632743,5.31080103948394,2.44347409126374e-07,1.56916851798343e-06,6.43765325124244,"LAMP1",5.80433041364678,"up"
"WNT6",-0.27848569713667,5.52737723780575,-5.30975164362566,2.45612524662586e-07,1.5711556052346e-06,6.43270312113165,"WNT6",5.80378080086188,"no_sig"
"IL1A",-0.252770477066956,5.76202607620544,-5.29949413265349,2.5831864392868e-07,1.64603042875484e-06,6.3843579513387,"IL1A",5.78356214061939,"no_sig"
"JAK1",0.228718032196876,6.4515602033634,5.2975602129178,2.60784764605645e-07,1.65532877610687e-06,6.37525139537085,"JAK1",5.78111573514008,"no_sig"
"CD99",0.392023357499602,6.30246714227323,5.29228678184946,2.67626230209764e-07,1.69222124024943e-06,6.350432931295,"CD99",5.77154285811834,"no_sig"
"ITGA2B",-0.239886076993147,5.49453413417892,-5.29000157272772,2.70644812124645e-07,1.70475123039431e-06,6.33968408522436,"ITGA2B",5.76833898743369,"no_sig"
"JADE1",-0.183260067532551,5.96524495646913,-5.28812444101386,2.73149081521406e-07,1.71395835885951e-06,6.3308574493855,"JADE1",5.7659997336014,"no_sig"
"IL4R",0.235626618961484,6.74192366605261,5.27684078326885,2.88683824759109e-07,1.80454831902652e-06,6.27785187003042,"IL4R",5.74363148467367,"no_sig"
"GLI1",-0.229061542822995,5.91274370023774,-5.27202388924712,2.95573872017459e-07,1.84061911210872e-06,6.25525162051324,"GLI1",5.73503607277982,"no_sig"
"ID1",0.869882574339878,7.84662774028523,5.2637122147472,3.07840273107205e-07,1.90977135467262e-06,6.21629285182267,"ID1",5.71901862508108,"up"
"FCGR3A",0.46401016769709,6.82094709054775,5.26116485490186,3.11697685418298e-07,1.91885316881476e-06,6.20436255561318,"FCGR3A",5.71695825632927,"no_sig"
"FCGR3B",0.46401016769709,6.82094709054775,5.26116485490186,3.11697685418298e-07,1.91885316881476e-06,6.20436255561318,"FCGR3B",5.71695825632927,"no_sig"
"IL23A",-0.25998447682912,5.69605443747556,-5.25968764075561,3.13956064424243e-07,1.91885316881476e-06,6.19744627845989,"IL23A",5.71695825632927,"no_sig"
"GDF6",-0.238396797428998,5.91642060486775,-5.25967664561846,3.13972933340127e-07,1.91885316881476e-06,6.19739480530918,"GDF6",5.71695825632927,"no_sig"
"MNAT1",-0.169892318815948,5.93743218947968,-5.25368827109525,3.23292417553175e-07,1.96849160910156e-06,6.16937325908331,"MNAT1",5.70586643209481,"no_sig"
"PRKACB",-0.167011961768915,5.54363124203077,-5.23844821141154,3.48238347785982e-07,2.1067433663094e-06,6.09817464641202,"PRKACB",5.67638836490631,"no_sig"
"TUBB",0.279677585546783,6.25614986081041,5.23825815672832,3.48560946250704e-07,2.1067433663094e-06,6.09728778711923,"TUBB",5.67638836490631,"no_sig"
"IL22RA2",-0.243892472290009,5.53127223262297,-5.23067342210038,3.61674847993726e-07,2.17799798572046e-06,6.06191577774498,"IL22RA2",5.66194252622896,"no_sig"
"NDUFB7",0.44642376395791,8.54936316137101,5.2212593006466,3.78619241616628e-07,2.27171544969977e-06,6.01806909711845,"NDUFB7",5.64364606836793,"no_sig"
"PPP2R1A",0.300628140616531,6.6738866011567,5.21785757568182,3.84929552485192e-07,2.30117885194784e-06,6.00224090715085,"PPP2R1A",5.63804962583573,"no_sig"
"COL1A2",1.02630333507646,6.85047829028261,5.2162486744105,3.87949570358499e-07,2.31083004952671e-06,5.99475757319997,"COL1A2",5.6362319936238,"up"
"AKT1",0.352095560243052,6.32957618592922,5.20675389403032,4.06245935854955e-07,2.41107696225829e-06,5.95063288781227,"AKT1",5.61778892659864,"no_sig"
"EIF5AL1",-0.255975333376244,5.78169626410507,-5.20328019750237,4.13146803777361e-07,2.43742142071341e-06,5.93450576474144,"EIF5AL1",5.61306937649123,"no_sig"
"CD74",1.40415221704091,9.04942861871894,5.20302911811133,4.1364998563202e-07,2.43742142071341e-06,5.93334042660307,"CD74",5.61306937649123,"up"
"WNT3",-0.246828933595703,5.86786146323936,-5.19170965501328,4.3696348156816e-07,2.56559987035019e-06,5.8808499338535,"WNT3",5.59081107502622,"no_sig"
"HLA-DQA1",0.438442596186959,5.80696847944915,5.18949356090665,4.41674707178006e-07,2.58005647035739e-06,5.87058418382551,"HLA-DQA1",5.58837078841808,"no_sig"
"SNCA",-0.230508092572777,5.68171672801781,-5.18907762415433,4.42564431046705e-07,2.58005647035739e-06,5.86865780490052,"SNCA",5.58837078841808,"no_sig"
"FLNA",0.805946132765251,7.25906523724344,5.18650032857997,4.48116392196213e-07,2.60319204512571e-06,5.85672401310296,"FLNA",5.58449379152895,"up"
"ADA",-0.164295516783748,5.6988160645636,-5.18434130270909,4.52819303030766e-07,2.62124976824852e-06,5.84673060890268,"ADA",5.5814915949237,"no_sig"
"PURA",-0.155565116287351,5.83026327937222,-5.16898379104555,4.87681669136318e-07,2.81315320722844e-06,5.77574197375968,"PURA",5.55080661506479,"no_sig"
"WIPF1",0.236009354142117,6.10431094987779,5.15626153260864,5.18521818005964e-07,2.98059394685946e-06,5.7170623493043,"WIPF1",5.52569718486969,"no_sig"
"ISG20",-0.190061804073099,5.88079644007931,-5.15100400791518,5.31811883145983e-07,3.04633705885713e-06,5.69284662274506,"ISG20",5.5162220462714,"no_sig"
"FUT5",-0.272439242698243,5.82161617912908,-5.14184897939353,5.55746883179831e-07,3.17238845815153e-06,5.6507266378007,"FUT5",5.49861363885056,"no_sig"
"SRSF2",0.327788247314699,6.79278511787217,5.12881646684859,5.91629859123129e-07,3.36553456193226e-06,5.59087115096907,"SRSF2",5.47294594515199,"no_sig"
"ISG15",0.691795129272857,6.21619635095892,5.12784721098468,5.94386527766241e-07,3.36955672981965e-06,5.58642444792708,"ISG15",5.47242722745366,"up"
"ATG12",-0.175063762050791,5.68323992006946,-5.1174773200758,6.2467017841759e-07,3.52906451312205e-06,5.53889229110671,"ATG12",5.45234040244002,"no_sig"
"LILRB1",0.337677919721997,6.04248171359468,5.11392553855294,6.35382543587443e-07,3.56579875824982e-06,5.5226298976855,"LILRB1",5.4478431705964,"no_sig"
"TBK1",-0.127782150672778,6.11901115463506,-5.11388351051643,6.35510362632114e-07,3.56579875824982e-06,5.52243752007901,"TBK1",5.4478431705964,"no_sig"
"IFIT3",0.527498660395644,6.33057554592992,5.11261881764184,6.39368333015684e-07,3.57524333155709e-06,5.5166491562831,"IFIT3",5.44669439471431,"up"
"CDC14A",-0.195027274506131,5.71228803499225,-5.10650713657516,6.58334447956172e-07,3.65368909904774e-06,5.48869289377215,"CDC14A",5.43726841054465,"no_sig"
"DUSP10",-0.14331775111641,5.76369691944603,-5.10605914172181,6.59745947914753e-07,3.65368909904774e-06,5.48664471965963,"DUSP10",5.43726841054465,"no_sig"
